Fexperiment_GHz,Fstandard_GHz
200.161972201521990,200.000000000000000
209.992814812095990,210.000000000000000
220.114510754343000,220.000000000000000
230.061694697587000,230.000000000000000
240.125219973500010,240.000000000000000
250.188745249412990,250.000000000000000
260.077758526321020,260.000000000000000
270.199454468569000,270.000000000000000
280.262979744481980,280.000000000000000
290.326505020395020,290.000000000000000
300.215518297304020,300.000000000000000
310.220872906881990,310.000000000000000
320.400739515464010,320.000000000000000
330.231582126038010,330.000000000000000
340.353278068285990,340.000000000000000
350.300462011529990,350.000000000000000
360.305816621108020,360.000000000000000
370.253000564351000,370.000000000000000
380.142013841260000,380.000000000000000
390.089197784503990,390.000000000000000
400.036381727747030,400.000000000000000
410.099907003660010,410.000000000000000
420.221602945907990,420.000000000000000
430.285128221821030,430.000000000000000
440.115970832395020,440.000000000000000
450.179496108306980,450.000000000000000
460.126680051550980,460.000000000000000
470.306546660134020,470.000000000000000
480.137389270706990,480.000000000000000
490.142743880285990,490.000000000000000
500.089927823529020,500.000000000000000
510.153453099442000,510.000000000000000
520.100637042684980,520.000000000000000
530.222332984933020,530.000000000000000
540.111346261841960,540.000000000000000
550.174871537755050,550.000000000000000
560.063884814663990,560.000000000000000
570.185580756911010,570.000000000000000
580.074594033819950,580.000000000000000
590.079948643397980,590.000000000000000
600.259815251980970,600.000000000000000
610.090657862554960,610.000000000000000
619.979671139462990,620.000000000000000
629.868684416372050,630.000000000000000
639.815868359615020,640.000000000000000
649.995734968198010,650.000000000000000
659.768406912436940,660.000000000000000
669.773761522014980,670.000000000000000
679.779116131594040,680.000000000000000
689.784470741171960,690.000000000000000
699.615313351745950,700.000000000000000
709.795179960328030,710.000000000000000
719.567851904566960,720.000000000000000
729.573206514146020,730.000000000000000
739.578561123723940,740.000000000000000
749.467574399999990,750.000000000000000
759.356587677541030,760.000000000000000
769.361942287119970,770.000000000000000
779.425467563032040,780.000000000000000
789.198139507272000,790.000000000000000
799.319835449519020,800.000000000000000
809.267019392763020,810.000000000000000
819.156032669671960,820.000000000000000
829.219557945585050,830.000000000000000
838.992229889823990,840.000000000000000
849.055755165736970,850.000000000000000
859.002939108979940,860.000000000000000
868.891952385889000,870.000000000000000
878.780965662797030,880.000000000000000
888.669978939705970,890.000000000000000
898.617162882949970,900.000000000000000
908.448005493523970,910.000000000000000
918.395189436767050,920.000000000000000
928.342373380010030,930.000000000000000
938.347727989588980,940.000000000000000
948.236741266497010,950.000000000000000
958.125754543405950,960.000000000000000
968.014767820315000,970.000000000000000
978.020122429893040,980.000000000000000
987.967306373137030,990.000000000000000
997.856319650044950,1000.000000000000000
1007.803503593290000,1010.000000000000000
1017.867028869200000,1020.000000000000000
1027.756042146110100,1030.000000000000000
1037.703226089350000,1040.000000000000000
1047.708580698930100,1050.000000000000000
1057.713935308509900,1060.000000000000000
1067.719289918090000,1070.000000000000000
1077.724644527670100,1080.000000000000000
1087.613657804580000,1090.000000000000000
1097.386329748810100,1100.000000000000000
1107.333513692060000,1110.000000000000000
1117.222526968970000,1120.000000000000000
1127.111540245880000,1130.000000000000000
1136.884212190110000,1140.000000000000000
1146.773225467020000,1150.000000000000000
1156.778580076600100,1160.000000000000000
1166.609422687180100,1170.000000000000000
1176.498435964080000,1180.000000000000000
1186.387449240990000,1190.000000000000000
1196.276462517900000,1200.000000000000000
